,entry_timestamp,close_timestamp,status,order_type,profit_status,entry_price,close_price,lot,transaction_cost,profit_size,profit_percentage
0,2019-09-18 14:00:00,2019-09-18 20:00:00,closed,long,lose,10212.0,10205.5,1,5.10275,-11.60275,-0.11361878182530358
1,2019-09-18 21:00:00,2019-09-18 23:00:00,closed,long,lose,10197.0,10184.5,1,5.09225,-17.59225,-0.17252378150436404
2,2019-09-19 02:00:00,2019-09-19 04:00:00,closed,long,win,10178.0,10197.5,1,5.09875,14.401250000000001,0.14149390842994697
3,2019-09-19 06:00:00,2019-09-19 08:00:00,closed,long,lose,10175.0,10180.0,1,5.09,-0.08999999999999986,-0.0008845208845208832
4,2019-09-19 09:00:00,2019-09-19 17:00:00,closed,long,lose,10132.0,9871.5,1,4.9357500000000005,-265.43575,-2.619776450848796
5,2019-09-19 19:00:00,2019-09-19 20:00:00,closed,long,win,9850.5,9874.5,1,4.93725,19.06275,0.19352063347038223
6,2019-09-19 21:00:00,2019-09-19 23:00:00,closed,long,win,9861.5,9883.0,1,4.9415000000000004,16.5585,0.1679105612736399
7,2019-09-20 00:00:00,2019-09-20 01:00:00,closed,short,win,10047.5,10040.5,1,5.02025,1.9797500000000001,0.019703906444389154
8,2019-09-20 04:00:00,2019-09-20 10:00:00,closed,short,win,10262.5,10206.0,1,5.103,51.397,0.5008233861144945
9,2019-09-20 20:00:00,2019-09-20 21:00:00,closed,short,win,10224.0,10182.5,1,5.0912500000000005,36.40875,0.3561106220657277
10,2019-09-21 08:00:00,2019-09-21 09:00:00,closed,long,lose,10157.5,10155.0,1,5.0775,-7.5775,-0.07460004922471081
11,2019-09-21 10:00:00,2019-09-21 11:00:00,closed,long,win,10125.5,10133.5,1,5.06675,2.93325,0.02896893980544171
12,2019-09-21 12:00:00,2019-09-21 19:00:00,closed,long,lose,10093.0,10047.5,1,5.02375,-50.52375,-0.5005820865946695
13,2019-09-21 20:00:00,2019-09-21 23:00:00,closed,long,win,9979.0,10041.0,1,5.0205,56.9795,0.5709940875839262
14,2019-09-22 00:00:00,2019-09-22 02:00:00,closed,long,lose,10003.0,9990.5,1,4.99525,-17.49525,-0.17490002999100268
15,2019-09-22 04:00:00,2019-09-22 13:00:00,closed,long,lose,9968.0,9931.5,1,4.96575,-41.46575,-0.4159886637239166
16,2019-09-22 14:00:00,2019-09-22 15:00:00,closed,long,win,9924.0,10026.0,1,5.013,96.987,0.9772974607013301
17,2019-09-22 19:00:00,2019-09-22 21:00:00,closed,short,win,10001.0,9984.5,1,4.99225,11.50775,0.11506599340065993
18,2019-09-23 00:00:00,2019-09-23 01:00:00,closed,short,win,10010.0,9990.5,1,4.99525,14.50475,0.14490259740259742
19,2019-09-23 04:00:00,2019-09-23 08:00:00,closed,short,win,10004.5,9990.0,1,4.995,9.504999999999999,0.09500724673896746
20,2019-09-23 09:00:00,2019-09-23 10:00:00,closed,long,lose,9980.0,9964.5,1,4.9822500000000005,-20.48225,-0.20523296593186374
21,2019-09-23 14:00:00,2019-09-23 16:00:00,closed,long,win,9912.5,9926.0,1,4.963,8.536999999999999,0.08612358133669608
22,2019-09-23 17:00:00,2019-09-23 20:00:00,closed,long,lose,9945.0,9918.0,1,4.9590000000000005,-31.959,-0.3213574660633484
23,2019-09-23 21:00:00,2019-09-24 12:00:00,closed,long,lose,9899.0,9716.0,1,4.8580000000000005,-187.858,-1.8977472471966867
24,2019-09-24 14:00:00,2019-09-24 15:00:00,closed,long,win,9730.0,9742.0,1,4.871,7.129,0.07326824254881809
25,2019-09-24 16:00:00,2019-09-24 17:00:00,closed,long,win,9710.5,9729.0,1,4.8645000000000005,13.6355,0.14042016374028113
26,2019-09-24 20:00:00,2019-09-25 08:00:00,closed,long,lose,9675.5,8703.0,1,4.3515,-976.8515,-10.09613456668906
27,2019-09-25 10:00:00,2019-09-25 21:00:00,closed,long,lose,8610.0,8392.5,1,4.19625,-221.69625,-2.574869337979094
28,2019-09-25 23:00:00,2019-09-26 01:00:00,closed,long,win,8296.0,8374.5,1,4.18725,74.31275,0.895766031822565
29,2019-09-26 02:00:00,2019-09-26 03:00:00,closed,long,win,8339.0,8350.0,1,4.175,6.825,0.08184434584482553
30,2019-09-26 04:00:00,2019-09-26 06:00:00,closed,short,win,8500.0,8437.0,1,4.2185,58.7815,0.6915470588235295
31,2019-09-26 09:00:00,2019-09-26 10:00:00,closed,long,win,8342.5,8366.5,1,4.18325,19.81675,0.23753970632304466
32,2019-09-26 19:00:00,2019-09-26 20:00:00,closed,long,win,8383.5,8419.5,1,4.20975,31.79025,0.37920021470746107
33,2019-09-26 21:00:00,2019-09-27 05:00:00,closed,long,lose,8257.5,8080.5,1,4.04025,-181.04025000000001,-2.1924341507720255
34,2019-09-27 08:00:00,2019-09-27 11:00:00,closed,long,win,7972.0,8015.5,1,4.00775,39.49225,0.495386979427998
35,2019-09-27 19:00:00,2019-09-27 20:00:00,closed,long,win,7974.5,7990.5,1,3.99525,12.00475,0.15053921875979687
36,2019-09-27 21:00:00,2019-09-28 00:00:00,closed,long,win,7997.0,8010.5,1,4.00525,9.49475,0.11872889833687633
37,2019-09-28 01:00:00,2019-09-28 02:00:00,closed,short,win,8034.0,8027.5,1,4.01375,2.48625,0.030946601941747576
38,2019-09-28 05:00:00,2019-09-28 11:00:00,closed,short,win,8226.5,8183.5,1,4.09175,38.90825,0.4729623776818817
39,2019-09-28 15:00:00,2019-09-28 16:00:00,closed,short,win,8225.0,8196.5,1,4.09825,24.40175,0.29667781155015194
40,2019-09-28 17:00:00,2019-09-28 18:00:00,closed,short,win,8228.0,8192.5,1,4.09625,31.40375,0.3816692999513855
41,2019-09-28 20:00:00,2019-09-28 21:00:00,closed,long,win,8092.5,8120.0,1,4.0600000000000005,23.439999999999998,0.2896509113376583
42,2019-09-29 01:00:00,2019-09-29 02:00:00,closed,short,win,8151.0,8140.0,1,4.07,6.93,0.08502024291497975
43,2019-09-29 07:00:00,2019-09-29 09:00:00,closed,short,win,8207.0,8184.0,1,4.0920000000000005,18.908,0.23038869257950534
44,2019-09-29 13:00:00,2019-09-30 00:00:00,closed,long,lose,8135.0,8028.0,1,4.014,-111.014,-1.3646465888137675
45,2019-09-30 01:00:00,2019-09-30 04:00:00,closed,long,win,7986.5,7998.5,1,3.99925,8.00075,0.10017842609403367
46,2019-09-30 10:00:00,2019-09-30 11:00:00,closed,long,lose,7982.5,7979.0,1,3.9895,-7.4895,-0.09382398997807705
47,2019-09-30 12:00:00,2019-09-30 17:00:00,closed,long,win,7822.0,8000.0,1,4.0,174.0,2.2244950140628994
48,2019-09-30 21:00:00,2019-10-01 04:00:00,closed,short,lose,8114.5,8237.0,1,4.1185,-126.6185,-1.5603980528683221
49,2019-10-01 07:00:00,2019-10-01 08:00:00,closed,short,win,8299.5,8224.0,1,4.112,71.388,0.8601482016988975
50,2019-10-01 09:00:00,2019-10-01 16:00:00,closed,short,lose,8284.5,8393.0,1,4.1965,-112.6965,-1.3603295310519645
51,2019-10-02 00:00:00,2019-10-02 01:00:00,closed,short,win,8449.0,8287.5,1,4.14375,157.35625,1.862424547283702
52,2019-10-02 04:00:00,2019-10-02 05:00:00,closed,short,win,8370.5,8316.0,1,4.158,50.342,0.6014216593990801
53,2019-10-02 09:00:00,2019-10-02 10:00:00,closed,long,lose,8301.0,8266.5,1,4.13325,-38.633250000000004,-0.46540477050957724
54,2019-10-02 11:00:00,2019-10-02 16:00:00,closed,long,lose,8272.0,8254.5,1,4.12725,-21.62725,-0.2614512814313346
55,2019-10-02 17:00:00,2019-10-02 18:00:00,closed,long,win,8245.0,8260.0,1,4.13,10.870000000000001,0.13183747725894485
56,2019-10-02 20:00:00,2019-10-02 21:00:00,closed,long,lose,8231.5,8226.0,1,4.113,-9.613,-0.11678308935187996
57,2019-10-02 23:00:00,2019-10-03 01:00:00,closed,long,lose,8239.5,8237.0,1,4.1185,-6.6185,-0.08032647612112385
58,2019-10-03 03:00:00,2019-10-03 04:00:00,closed,short,win,8265.0,8232.0,1,4.116,28.884,0.3494736842105263
59,2019-10-03 07:00:00,2019-10-03 08:00:00,closed,short,win,8377.5,8338.0,1,4.1690000000000005,35.331,0.4217367949865712
60,2019-10-03 09:00:00,2019-10-03 13:00:00,closed,short,win,8340.0,8304.0,1,4.152,31.848,0.38187050359712227
61,2019-10-03 18:00:00,2019-10-04 00:00:00,closed,long,lose,8214.0,8172.0,1,4.086,-46.086,-0.5610664718772826
